cpu,hardware,bench_env,os_type,os_release,os_version,blender_version,test_type,mp_type,core_num,cpu_rating,core_rating,avg_time,med_time,min_time,max_time,bench_hash
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,mp,3,0.4525589710858654,0.15085299036195512,6.633123954137166,6.595128059387207,6.450685024261475,6.853558778762817,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,mp,4,0.7649320915788007,0.19123302289470018,5.249280214309692,5.309316277503967,4.790600299835205,5.58788800239563,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,mp,5,0.8593210772814138,0.17186421545628278,5.837464618682861,5.627493619918823,5.523470640182495,6.359681844711304,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,mp,6,0.8603055692576573,0.1433842615429429,6.980527400970459,6.95720911026001,6.687180519104004,7.318006992340088,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,mp,7,0.9520192064233777,0.13600274377476823,7.371401309967041,7.385632514953613,6.792329549789429,7.823678970336914,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,mp,8,1.0073942657019426,0.12592428321274282,7.949531614780426,7.963127970695496,7.45024561882019,8.279895782470703,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,th,1,0.24858388869986003,0.24858388869986003,4.022786855697632,4.022786855697632,4.022786855697632,4.022786855697632,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,th,2,0.24044382460728062,0.12022191230364031,4.158975601196289,4.158975601196289,4.158975601196289,4.158975601196289,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,th,3,0.26072866702215364,0.08690955567405122,3.835404872894287,3.835404872894287,3.835404872894287,3.835404872894287,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,th,4,0.2741199045839081,0.06852997614597703,3.648038625717163,3.648038625717163,3.648038625717163,3.648038625717163,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,th,5,0.2630410686846153,0.05260821373692306,3.801687717437744,3.801687717437744,3.801687717437744,3.801687717437744,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,th,6,0.2600417574225567,0.04334029290375945,3.845536231994629,3.845536231994629,3.845536231994629,3.845536231994629,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,th,7,0.24587354843853182,0.035124792634075974,4.067131280899048,4.067131280899048,4.067131280899048,4.067131280899048,2c44984fa44c4cc1
AMD Ryzen 7 4700U with Radeon Graphics,"Redmi Book 14 Ryzen II, 16Gb Ram",vm virtual box on Win10 host,Lnx,6.5.0-15-generic,#15~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Fri Jan 12 18:54:30 UTC 2,4.0.2,empty_play,th,8,0.25054600614766903,0.03131825076845863,3.9912829399108887,3.9912829399108887,3.9912829399108887,3.9912829399108887,2c44984fa44c4cc1
