cpu,platform,platform_core_num,bench_env,os_type,os_release,os_version,blender_version,bench_version,bench_max_core_num,bench_hash,test_type,mp_type,core_num,cpu_rating,core_rating,avg_time,med_time,min_time,max_time
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,mp,7,2.9683411419569485,0.42404873456527836,2.3582574713842144,2.357672799844295,2.341996399918571,2.3711502999067307
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,mp,8,3.184739444047449,0.3980924305059311,2.512025350064505,2.516400650027208,2.4920495999976993,2.522903700126335
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,th,1,0.48951658625790795,0.48951658625790795,2.0428316998295486,2.0428316998295486,2.0428316998295486,2.0428316998295486
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,th,2,0.49769460397036636,0.24884730198518318,2.0092642998788506,2.0092642998788506,2.0092642998788506,2.0092642998788506
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,th,3,0.5025993432998912,0.16753311443329708,1.989656399935484,1.989656399935484,1.989656399935484,1.989656399935484
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,th,4,0.503351693088434,0.1258379232721085,1.9866824999917299,1.9866824999917299,1.9866824999917299,1.9866824999917299
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,th,5,0.5048737482062325,0.1009747496412465,1.9806932001374662,1.9806932001374662,1.9806932001374662,1.9806932001374662
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,th,6,0.5048587352238776,0.08414312253731293,1.9807521000038832,1.9807521000038832,1.9807521000038832,1.9807521000038832
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,th,7,0.5070447787329276,0.07243496839041823,1.9722124000545591,1.9722124000545591,1.9722124000545591,1.9722124000545591
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,particle_collision,th,8,0.5055189526183352,0.0631898690772919,1.9781651999801397,1.9781651999801397,1.9781651999801397,1.9781651999801397
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,mp,1,0.491379194304405,0.491379194304405,2.0350881998892874,2.0350881998892874,2.0350881998892874,2.0350881998892874
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,mp,2,0.9863033877153857,0.49315169385769286,2.027937449864112,2.027937449864112,2.0097105999011546,2.046164299827069
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,mp,3,1.4605683685462094,0.4868561228487365,2.0542233333302042,2.04591490002349,2.0327669999096543,2.083988100057468
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,mp,4,1.931136547719371,0.48278413692984273,2.071369674988091,2.0671480000019073,2.0625861999578774,2.088596499990672
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,mp,5,2.357678374407131,0.4715356748814262,2.1207679199054836,2.121731499908492,2.106354499934241,2.130552399903536
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,mp,6,2.710093813465705,0.4516823022442842,2.2140292665765933,2.219659249880351,2.1909864000044763,2.226748599903658
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,mp,7,3.0142787579089574,0.43061125112985105,2.322543228377721,2.321112899808213,2.2825826997868717,2.3602536998223513
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,mp,8,3.317830989379814,0.41472887367247674,2.4112397124699783,2.4145592999411747,2.395026999991387,2.4195662001147866
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,th,1,0.49482445782860285,0.49482445782860285,2.020918699912727,2.020918699912727,2.020918699912727,2.020918699912727
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,th,2,0.4903271207954766,0.2451635603977383,2.039454799843952,2.039454799843952,2.039454799843952,2.039454799843952
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,th,3,0.48142809287691635,0.16047603095897212,2.077153400052339,2.077153400052339,2.077153400052339,2.077153400052339
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,th,4,0.4833159106335991,0.12082897765839977,2.069040099857375,2.069040099857375,2.069040099857375,2.069040099857375
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,th,5,0.4948256575832389,0.09896513151664778,2.020913799991831,2.020913799991831,2.020913799991831,2.020913799991831
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,th,6,0.4840112451203481,0.08066854085339135,2.066067700041458,2.066067700041458,2.066067700041458,2.066067700041458
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,th,7,0.4948964790673222,0.07069949700961746,2.0206245998851955,2.0206245998851955,2.0206245998851955,2.0206245998851955
AMD Ryzen 7 4700U with Radeon Graphics,standart,8,bare,Win,10,10.0.19044,4.0.2,1_0_1,8,c4e9d4e4762a4dd4,empty_play,th,8,0.47965276975853166,0.05995659621981646,2.0848415000364184,2.0848415000364184,2.0848415000364184,2.0848415000364184
